,date,title,summary
2218,2021.06.16.,"<아동권리옹호 Child First>울기만 하던 네살 미셸, 말하는 법 배우고 친구와...",5세 예나는 우크라이나인 엄마와 나이지리아인 아빠의 영향으로 여러 가지 언어를 사용하면서도 영어를 못해 친구들과 갈등 상황을 자주 겪었다. 이제는 영어를 사용하면서 친구들과도 잘 어울린다. 재단이 제공한...
2219,2021.06.17.,이슬람사원 공사 중단 넉달째…“이렇게 반대할 줄이야”,지금은 감정이 많이 힘든 게 사실이에요.” 2019년 나이지리아에서 경북대학교 전기전자공학부 박사 과정을 공부하러 한국에 온 압둘리예켄 툰데 아데비시씨는 16일 오전 <한겨레>와 만나 이렇게 말했다. 무슬림인...
2220,2021.06.10.,"41번째 뽑힌 요키치, MVP 신기록 제조기로","미국인이 아닌 선수가 MVP를 수상한 건 하킴 올라주원(나이지리아·1994년), 팀 덩컨(버진아일랜드·2002, 2003년), 내시(캐나다), 디르크 노비츠키(독일·2007년), 아데토쿤보(그리스)에 이어 요키치가 여섯 번째다."
2221,2021.06.10.,"오클랜드, 살기좋은 도시 1위… ‘코로나 확산’ 빈은 10위권 밖","이로 인해 많은 유럽 도시의 순위가 떨어졌다”고 설명했다. 한편 꼴찌인 140위는 시리아 다마스쿠스가 차지했고 나이지리아 라고스가 139위, 방글라데시 다카가 137위, 파키스탄 카라치가 134위로 최하위권을 차지했다."
2222,2021.06.11.,열두 명의 여성이 들려주는 마침표 없는 이야기,"온 나이지리아 출신 청소부 버미, 세 남자와 세 번의 잘못된 만남으로 세 아이의 싱글맘이 된 슈퍼마켓... 미국, 나이지리아, 가나, 케냐, 에티오피아, 바베이도스, 가이아나 등 여러 대륙을 넘나든다. 각 인물의 개인사를..."
2223,2021.06.12.,美-유럽 마스크 벗고 여행… 아프리카-중남미는 ‘백신 사막지대’[글로벌 포...,아프리카에서 인구가 가장 많은 나이지리아(2억 명) 역시 전체 인구 대비 접종률이 1%에 못 미친다. 테워드로스 거브러여수스 세계보건기구(WHO) 사무총장은 7일 “백신 접종 6개월 동안 고소득 국가에서 전 세계 백신...
2224,2021.06.14.,'多産의 추억'은 잊어야 한다 [매경데스크],"중국은 곧 인구 대국 자리를 인도에 내주고, 이번 세기말에는 나이지리아에도 밀릴 것이라는 전망이 나온다. 미국 경제를 추월하려는 중국의 발목을 잡는 것이 결국 인구 감소가 될 것이라는 분석도 있다. 부자가..."
2225,2021.06.14.,'핫남동' 된 한남동 ···'젊은 미술' 몰린다,"그 옆엔 나이지리아 꼬마 염소가 하늘을 향해 고개를 쳐들고 섰다. 관절 하나하나 살아 움직일 것만 같은 이 동물들은 놀랍게도 문이나 서랍에 달린 공업용 경첩과 볼트, 너트, 스프링을 조합해 만든 작품들이다. 차가운..."
2226,2021.06.14.,"해양플랜트 ‘부활’… 대우조선, 7년만에 兆단위 수주 성공",아울러 삼성중공업도 나이지리아 봉가 사우스 웨스트 아파로(BSWA)의 FPSO 프로젝트 수주를 노리고 있다. 하반기 발주가 예상된 이번 프로젝트는 삼성중공업의 수주 가능성이 높은 것으로 알려졌다.
2227,2021.06.16.,용서가 미래다[왕은철의 스토리와 치유],그가 나이지리아를 처음 방문했을 때다. 그는 나이지리아인들이 조종하는 비행기를 타고 이동 중이었다. 흑인이 비행기를 운항하는 것은 아파르트헤이트 정부에서는 상상할 수 없는 일이었다. 부럽기도 하고 같은...
2228,2021.06.16.,"<아동권리옹호 Child First>울기만 하던 네살 미셸, 말하는 법 배우고 친구와...",5세 예나는 우크라이나인 엄마와 나이지리아인 아빠의 영향으로 여러 가지 언어를 사용하면서도 영어를 못해 친구들과 갈등 상황을 자주 겪었다. 이제는 영어를 사용하면서 친구들과도 잘 어울린다. 재단이 제공한...
2229,2021.06.17.,이슬람사원 공사 중단 넉달째…“이렇게 반대할 줄이야”,지금은 감정이 많이 힘든 게 사실이에요.” 2019년 나이지리아에서 경북대학교 전기전자공학부 박사 과정을 공부하러 한국에 온 압둘리예켄 툰데 아데비시씨는 16일 오전 <한겨레>와 만나 이렇게 말했다. 무슬림인...
2230,2021.06.10.,"41번째 뽑힌 요키치, MVP 신기록 제조기로","미국인이 아닌 선수가 MVP를 수상한 건 하킴 올라주원(나이지리아·1994년), 팀 덩컨(버진아일랜드·2002, 2003년), 내시(캐나다), 디르크 노비츠키(독일·2007년), 아데토쿤보(그리스)에 이어 요키치가 여섯 번째다."
2231,2021.06.10.,"오클랜드, 살기좋은 도시 1위… ‘코로나 확산’ 빈은 10위권 밖","이로 인해 많은 유럽 도시의 순위가 떨어졌다”고 설명했다. 한편 꼴찌인 140위는 시리아 다마스쿠스가 차지했고 나이지리아 라고스가 139위, 방글라데시 다카가 137위, 파키스탄 카라치가 134위로 최하위권을 차지했다."
2232,2021.06.11.,열두 명의 여성이 들려주는 마침표 없는 이야기,"온 나이지리아 출신 청소부 버미, 세 남자와 세 번의 잘못된 만남으로 세 아이의 싱글맘이 된 슈퍼마켓... 미국, 나이지리아, 가나, 케냐, 에티오피아, 바베이도스, 가이아나 등 여러 대륙을 넘나든다. 각 인물의 개인사를..."
2233,2021.06.12.,美-유럽 마스크 벗고 여행… 아프리카-중남미는 ‘백신 사막지대’[글로벌 포...,아프리카에서 인구가 가장 많은 나이지리아(2억 명) 역시 전체 인구 대비 접종률이 1%에 못 미친다. 테워드로스 거브러여수스 세계보건기구(WHO) 사무총장은 7일 “백신 접종 6개월 동안 고소득 국가에서 전 세계 백신...
2234,2021.06.14.,'多産의 추억'은 잊어야 한다 [매경데스크],"중국은 곧 인구 대국 자리를 인도에 내주고, 이번 세기말에는 나이지리아에도 밀릴 것이라는 전망이 나온다. 미국 경제를 추월하려는 중국의 발목을 잡는 것이 결국 인구 감소가 될 것이라는 분석도 있다. 부자가..."
2235,2021.06.14.,'핫남동' 된 한남동 ···'젊은 미술' 몰린다,"그 옆엔 나이지리아 꼬마 염소가 하늘을 향해 고개를 쳐들고 섰다. 관절 하나하나 살아 움직일 것만 같은 이 동물들은 놀랍게도 문이나 서랍에 달린 공업용 경첩과 볼트, 너트, 스프링을 조합해 만든 작품들이다. 차가운..."
2236,2021.06.14.,"해양플랜트 ‘부활’… 대우조선, 7년만에 兆단위 수주 성공",아울러 삼성중공업도 나이지리아 봉가 사우스 웨스트 아파로(BSWA)의 FPSO 프로젝트 수주를 노리고 있다. 하반기 발주가 예상된 이번 프로젝트는 삼성중공업의 수주 가능성이 높은 것으로 알려졌다.
2237,2021.06.16.,용서가 미래다[왕은철의 스토리와 치유],그가 나이지리아를 처음 방문했을 때다. 그는 나이지리아인들이 조종하는 비행기를 타고 이동 중이었다. 흑인이 비행기를 운항하는 것은 아파르트헤이트 정부에서는 상상할 수 없는 일이었다. 부럽기도 하고 같은...
2238,2021.06.16.,"<아동권리옹호 Child First>울기만 하던 네살 미셸, 말하는 법 배우고 친구와...",5세 예나는 우크라이나인 엄마와 나이지리아인 아빠의 영향으로 여러 가지 언어를 사용하면서도 영어를 못해 친구들과 갈등 상황을 자주 겪었다. 이제는 영어를 사용하면서 친구들과도 잘 어울린다. 재단이 제공한...
2239,2021.06.17.,이슬람사원 공사 중단 넉달째…“이렇게 반대할 줄이야”,지금은 감정이 많이 힘든 게 사실이에요.” 2019년 나이지리아에서 경북대학교 전기전자공학부 박사 과정을 공부하러 한국에 온 압둘리예켄 툰데 아데비시씨는 16일 오전 <한겨레>와 만나 이렇게 말했다. 무슬림인...
2240,2021.06.10.,"41번째 뽑힌 요키치, MVP 신기록 제조기로","미국인이 아닌 선수가 MVP를 수상한 건 하킴 올라주원(나이지리아·1994년), 팀 덩컨(버진아일랜드·2002, 2003년), 내시(캐나다), 디르크 노비츠키(독일·2007년), 아데토쿤보(그리스)에 이어 요키치가 여섯 번째다."
2241,2021.06.10.,"오클랜드, 살기좋은 도시 1위… ‘코로나 확산’ 빈은 10위권 밖","이로 인해 많은 유럽 도시의 순위가 떨어졌다”고 설명했다. 한편 꼴찌인 140위는 시리아 다마스쿠스가 차지했고 나이지리아 라고스가 139위, 방글라데시 다카가 137위, 파키스탄 카라치가 134위로 최하위권을 차지했다."
2242,2021.06.11.,열두 명의 여성이 들려주는 마침표 없는 이야기,"온 나이지리아 출신 청소부 버미, 세 남자와 세 번의 잘못된 만남으로 세 아이의 싱글맘이 된 슈퍼마켓... 미국, 나이지리아, 가나, 케냐, 에티오피아, 바베이도스, 가이아나 등 여러 대륙을 넘나든다. 각 인물의 개인사를..."
2243,2021.06.12.,美-유럽 마스크 벗고 여행… 아프리카-중남미는 ‘백신 사막지대’[글로벌 포...,아프리카에서 인구가 가장 많은 나이지리아(2억 명) 역시 전체 인구 대비 접종률이 1%에 못 미친다. 테워드로스 거브러여수스 세계보건기구(WHO) 사무총장은 7일 “백신 접종 6개월 동안 고소득 국가에서 전 세계 백신...
2244,2021.06.14.,'多産의 추억'은 잊어야 한다 [매경데스크],"중국은 곧 인구 대국 자리를 인도에 내주고, 이번 세기말에는 나이지리아에도 밀릴 것이라는 전망이 나온다. 미국 경제를 추월하려는 중국의 발목을 잡는 것이 결국 인구 감소가 될 것이라는 분석도 있다. 부자가..."
2245,2021.06.14.,'핫남동' 된 한남동 ···'젊은 미술' 몰린다,"그 옆엔 나이지리아 꼬마 염소가 하늘을 향해 고개를 쳐들고 섰다. 관절 하나하나 살아 움직일 것만 같은 이 동물들은 놀랍게도 문이나 서랍에 달린 공업용 경첩과 볼트, 너트, 스프링을 조합해 만든 작품들이다. 차가운..."
2246,2021.06.14.,"해양플랜트 ‘부활’… 대우조선, 7년만에 兆단위 수주 성공",아울러 삼성중공업도 나이지리아 봉가 사우스 웨스트 아파로(BSWA)의 FPSO 프로젝트 수주를 노리고 있다. 하반기 발주가 예상된 이번 프로젝트는 삼성중공업의 수주 가능성이 높은 것으로 알려졌다.
2247,2021.06.16.,용서가 미래다[왕은철의 스토리와 치유],그가 나이지리아를 처음 방문했을 때다. 그는 나이지리아인들이 조종하는 비행기를 타고 이동 중이었다. 흑인이 비행기를 운항하는 것은 아파르트헤이트 정부에서는 상상할 수 없는 일이었다. 부럽기도 하고 같은...
2248,2021.06.16.,"<아동권리옹호 Child First>울기만 하던 네살 미셸, 말하는 법 배우고 친구와...",5세 예나는 우크라이나인 엄마와 나이지리아인 아빠의 영향으로 여러 가지 언어를 사용하면서도 영어를 못해 친구들과 갈등 상황을 자주 겪었다. 이제는 영어를 사용하면서 친구들과도 잘 어울린다. 재단이 제공한...
2249,2021.06.17.,이슬람사원 공사 중단 넉달째…“이렇게 반대할 줄이야”,지금은 감정이 많이 힘든 게 사실이에요.” 2019년 나이지리아에서 경북대학교 전기전자공학부 박사 과정을 공부하러 한국에 온 압둘리예켄 툰데 아데비시씨는 16일 오전 <한겨레>와 만나 이렇게 말했다. 무슬림인...
2250,2021.06.10.,"41번째 뽑힌 요키치, MVP 신기록 제조기로","미국인이 아닌 선수가 MVP를 수상한 건 하킴 올라주원(나이지리아·1994년), 팀 덩컨(버진아일랜드·2002, 2003년), 내시(캐나다), 디르크 노비츠키(독일·2007년), 아데토쿤보(그리스)에 이어 요키치가 여섯 번째다."
2251,2021.06.10.,"오클랜드, 살기좋은 도시 1위… ‘코로나 확산’ 빈은 10위권 밖","이로 인해 많은 유럽 도시의 순위가 떨어졌다”고 설명했다. 한편 꼴찌인 140위는 시리아 다마스쿠스가 차지했고 나이지리아 라고스가 139위, 방글라데시 다카가 137위, 파키스탄 카라치가 134위로 최하위권을 차지했다."
2252,2021.06.11.,열두 명의 여성이 들려주는 마침표 없는 이야기,"온 나이지리아 출신 청소부 버미, 세 남자와 세 번의 잘못된 만남으로 세 아이의 싱글맘이 된 슈퍼마켓... 미국, 나이지리아, 가나, 케냐, 에티오피아, 바베이도스, 가이아나 등 여러 대륙을 넘나든다. 각 인물의 개인사를..."
2253,2021.06.12.,美-유럽 마스크 벗고 여행… 아프리카-중남미는 ‘백신 사막지대’[글로벌 포...,아프리카에서 인구가 가장 많은 나이지리아(2억 명) 역시 전체 인구 대비 접종률이 1%에 못 미친다. 테워드로스 거브러여수스 세계보건기구(WHO) 사무총장은 7일 “백신 접종 6개월 동안 고소득 국가에서 전 세계 백신...
2254,2021.06.14.,'多産의 추억'은 잊어야 한다 [매경데스크],"중국은 곧 인구 대국 자리를 인도에 내주고, 이번 세기말에는 나이지리아에도 밀릴 것이라는 전망이 나온다. 미국 경제를 추월하려는 중국의 발목을 잡는 것이 결국 인구 감소가 될 것이라는 분석도 있다. 부자가..."
2255,2021.06.14.,'핫남동' 된 한남동 ···'젊은 미술' 몰린다,"그 옆엔 나이지리아 꼬마 염소가 하늘을 향해 고개를 쳐들고 섰다. 관절 하나하나 살아 움직일 것만 같은 이 동물들은 놀랍게도 문이나 서랍에 달린 공업용 경첩과 볼트, 너트, 스프링을 조합해 만든 작품들이다. 차가운..."
2256,2021.06.14.,"해양플랜트 ‘부활’… 대우조선, 7년만에 兆단위 수주 성공",아울러 삼성중공업도 나이지리아 봉가 사우스 웨스트 아파로(BSWA)의 FPSO 프로젝트 수주를 노리고 있다. 하반기 발주가 예상된 이번 프로젝트는 삼성중공업의 수주 가능성이 높은 것으로 알려졌다.
2257,2021.06.16.,용서가 미래다[왕은철의 스토리와 치유],그가 나이지리아를 처음 방문했을 때다. 그는 나이지리아인들이 조종하는 비행기를 타고 이동 중이었다. 흑인이 비행기를 운항하는 것은 아파르트헤이트 정부에서는 상상할 수 없는 일이었다. 부럽기도 하고 같은...
2258,2021.06.16.,"<아동권리옹호 Child First>울기만 하던 네살 미셸, 말하는 법 배우고 친구와...",5세 예나는 우크라이나인 엄마와 나이지리아인 아빠의 영향으로 여러 가지 언어를 사용하면서도 영어를 못해 친구들과 갈등 상황을 자주 겪었다. 이제는 영어를 사용하면서 친구들과도 잘 어울린다. 재단이 제공한...
2259,2021.06.17.,이슬람사원 공사 중단 넉달째…“이렇게 반대할 줄이야”,지금은 감정이 많이 힘든 게 사실이에요.” 2019년 나이지리아에서 경북대학교 전기전자공학부 박사 과정을 공부하러 한국에 온 압둘리예켄 툰데 아데비시씨는 16일 오전 <한겨레>와 만나 이렇게 말했다. 무슬림인...
2260,2021.06.10.,"41번째 뽑힌 요키치, MVP 신기록 제조기로","미국인이 아닌 선수가 MVP를 수상한 건 하킴 올라주원(나이지리아·1994년), 팀 덩컨(버진아일랜드·2002, 2003년), 내시(캐나다), 디르크 노비츠키(독일·2007년), 아데토쿤보(그리스)에 이어 요키치가 여섯 번째다."
2261,2021.06.10.,"오클랜드, 살기좋은 도시 1위… ‘코로나 확산’ 빈은 10위권 밖","이로 인해 많은 유럽 도시의 순위가 떨어졌다”고 설명했다. 한편 꼴찌인 140위는 시리아 다마스쿠스가 차지했고 나이지리아 라고스가 139위, 방글라데시 다카가 137위, 파키스탄 카라치가 134위로 최하위권을 차지했다."
2262,2021.06.11.,열두 명의 여성이 들려주는 마침표 없는 이야기,"온 나이지리아 출신 청소부 버미, 세 남자와 세 번의 잘못된 만남으로 세 아이의 싱글맘이 된 슈퍼마켓... 미국, 나이지리아, 가나, 케냐, 에티오피아, 바베이도스, 가이아나 등 여러 대륙을 넘나든다. 각 인물의 개인사를..."
2263,2021.06.12.,美-유럽 마스크 벗고 여행… 아프리카-중남미는 ‘백신 사막지대’[글로벌 포...,아프리카에서 인구가 가장 많은 나이지리아(2억 명) 역시 전체 인구 대비 접종률이 1%에 못 미친다. 테워드로스 거브러여수스 세계보건기구(WHO) 사무총장은 7일 “백신 접종 6개월 동안 고소득 국가에서 전 세계 백신...
2264,2021.06.14.,'多産의 추억'은 잊어야 한다 [매경데스크],"중국은 곧 인구 대국 자리를 인도에 내주고, 이번 세기말에는 나이지리아에도 밀릴 것이라는 전망이 나온다. 미국 경제를 추월하려는 중국의 발목을 잡는 것이 결국 인구 감소가 될 것이라는 분석도 있다. 부자가..."
2265,2021.06.14.,'핫남동' 된 한남동 ···'젊은 미술' 몰린다,"그 옆엔 나이지리아 꼬마 염소가 하늘을 향해 고개를 쳐들고 섰다. 관절 하나하나 살아 움직일 것만 같은 이 동물들은 놀랍게도 문이나 서랍에 달린 공업용 경첩과 볼트, 너트, 스프링을 조합해 만든 작품들이다. 차가운..."
2266,2021.06.14.,"해양플랜트 ‘부활’… 대우조선, 7년만에 兆단위 수주 성공",아울러 삼성중공업도 나이지리아 봉가 사우스 웨스트 아파로(BSWA)의 FPSO 프로젝트 수주를 노리고 있다. 하반기 발주가 예상된 이번 프로젝트는 삼성중공업의 수주 가능성이 높은 것으로 알려졌다.
2267,2021.06.16.,용서가 미래다[왕은철의 스토리와 치유],그가 나이지리아를 처음 방문했을 때다. 그는 나이지리아인들이 조종하는 비행기를 타고 이동 중이었다. 흑인이 비행기를 운항하는 것은 아파르트헤이트 정부에서는 상상할 수 없는 일이었다. 부럽기도 하고 같은...
2268,2021.06.16.,"<아동권리옹호 Child First>울기만 하던 네살 미셸, 말하는 법 배우고 친구와...",5세 예나는 우크라이나인 엄마와 나이지리아인 아빠의 영향으로 여러 가지 언어를 사용하면서도 영어를 못해 친구들과 갈등 상황을 자주 겪었다. 이제는 영어를 사용하면서 친구들과도 잘 어울린다. 재단이 제공한...
2269,2021.06.17.,이슬람사원 공사 중단 넉달째…“이렇게 반대할 줄이야”,지금은 감정이 많이 힘든 게 사실이에요.” 2019년 나이지리아에서 경북대학교 전기전자공학부 박사 과정을 공부하러 한국에 온 압둘리예켄 툰데 아데비시씨는 16일 오전 <한겨레>와 만나 이렇게 말했다. 무슬림인...
2270,2021.06.10.,"41번째 뽑힌 요키치, MVP 신기록 제조기로","미국인이 아닌 선수가 MVP를 수상한 건 하킴 올라주원(나이지리아·1994년), 팀 덩컨(버진아일랜드·2002, 2003년), 내시(캐나다), 디르크 노비츠키(독일·2007년), 아데토쿤보(그리스)에 이어 요키치가 여섯 번째다."
2271,2021.06.10.,"오클랜드, 살기좋은 도시 1위… ‘코로나 확산’ 빈은 10위권 밖","이로 인해 많은 유럽 도시의 순위가 떨어졌다”고 설명했다. 한편 꼴찌인 140위는 시리아 다마스쿠스가 차지했고 나이지리아 라고스가 139위, 방글라데시 다카가 137위, 파키스탄 카라치가 134위로 최하위권을 차지했다."
2272,2021.06.11.,열두 명의 여성이 들려주는 마침표 없는 이야기,"온 나이지리아 출신 청소부 버미, 세 남자와 세 번의 잘못된 만남으로 세 아이의 싱글맘이 된 슈퍼마켓... 미국, 나이지리아, 가나, 케냐, 에티오피아, 바베이도스, 가이아나 등 여러 대륙을 넘나든다. 각 인물의 개인사를..."
2273,2021.06.12.,美-유럽 마스크 벗고 여행… 아프리카-중남미는 ‘백신 사막지대’[글로벌 포...,아프리카에서 인구가 가장 많은 나이지리아(2억 명) 역시 전체 인구 대비 접종률이 1%에 못 미친다. 테워드로스 거브러여수스 세계보건기구(WHO) 사무총장은 7일 “백신 접종 6개월 동안 고소득 국가에서 전 세계 백신...
2274,2021.06.14.,'多産의 추억'은 잊어야 한다 [매경데스크],"중국은 곧 인구 대국 자리를 인도에 내주고, 이번 세기말에는 나이지리아에도 밀릴 것이라는 전망이 나온다. 미국 경제를 추월하려는 중국의 발목을 잡는 것이 결국 인구 감소가 될 것이라는 분석도 있다. 부자가..."
2275,2021.06.14.,'핫남동' 된 한남동 ···'젊은 미술' 몰린다,"그 옆엔 나이지리아 꼬마 염소가 하늘을 향해 고개를 쳐들고 섰다. 관절 하나하나 살아 움직일 것만 같은 이 동물들은 놀랍게도 문이나 서랍에 달린 공업용 경첩과 볼트, 너트, 스프링을 조합해 만든 작품들이다. 차가운..."
2276,2021.06.14.,"해양플랜트 ‘부활’… 대우조선, 7년만에 兆단위 수주 성공",아울러 삼성중공업도 나이지리아 봉가 사우스 웨스트 아파로(BSWA)의 FPSO 프로젝트 수주를 노리고 있다. 하반기 발주가 예상된 이번 프로젝트는 삼성중공업의 수주 가능성이 높은 것으로 알려졌다.
2277,2021.06.16.,용서가 미래다[왕은철의 스토리와 치유],그가 나이지리아를 처음 방문했을 때다. 그는 나이지리아인들이 조종하는 비행기를 타고 이동 중이었다. 흑인이 비행기를 운항하는 것은 아파르트헤이트 정부에서는 상상할 수 없는 일이었다. 부럽기도 하고 같은...
2278,2021.06.16.,"<아동권리옹호 Child First>울기만 하던 네살 미셸, 말하는 법 배우고 친구와...",5세 예나는 우크라이나인 엄마와 나이지리아인 아빠의 영향으로 여러 가지 언어를 사용하면서도 영어를 못해 친구들과 갈등 상황을 자주 겪었다. 이제는 영어를 사용하면서 친구들과도 잘 어울린다. 재단이 제공한...
2279,2021.06.17.,이슬람사원 공사 중단 넉달째…“이렇게 반대할 줄이야”,지금은 감정이 많이 힘든 게 사실이에요.” 2019년 나이지리아에서 경북대학교 전기전자공학부 박사 과정을 공부하러 한국에 온 압둘리예켄 툰데 아데비시씨는 16일 오전 <한겨레>와 만나 이렇게 말했다. 무슬림인...
2280,2021.06.10.,"41번째 뽑힌 요키치, MVP 신기록 제조기로","미국인이 아닌 선수가 MVP를 수상한 건 하킴 올라주원(나이지리아·1994년), 팀 덩컨(버진아일랜드·2002, 2003년), 내시(캐나다), 디르크 노비츠키(독일·2007년), 아데토쿤보(그리스)에 이어 요키치가 여섯 번째다."
2281,2021.06.10.,"오클랜드, 살기좋은 도시 1위… ‘코로나 확산’ 빈은 10위권 밖","이로 인해 많은 유럽 도시의 순위가 떨어졌다”고 설명했다. 한편 꼴찌인 140위는 시리아 다마스쿠스가 차지했고 나이지리아 라고스가 139위, 방글라데시 다카가 137위, 파키스탄 카라치가 134위로 최하위권을 차지했다."
2282,2021.06.11.,열두 명의 여성이 들려주는 마침표 없는 이야기,"온 나이지리아 출신 청소부 버미, 세 남자와 세 번의 잘못된 만남으로 세 아이의 싱글맘이 된 슈퍼마켓... 미국, 나이지리아, 가나, 케냐, 에티오피아, 바베이도스, 가이아나 등 여러 대륙을 넘나든다. 각 인물의 개인사를..."
2283,2021.06.12.,美-유럽 마스크 벗고 여행… 아프리카-중남미는 ‘백신 사막지대’[글로벌 포...,아프리카에서 인구가 가장 많은 나이지리아(2억 명) 역시 전체 인구 대비 접종률이 1%에 못 미친다. 테워드로스 거브러여수스 세계보건기구(WHO) 사무총장은 7일 “백신 접종 6개월 동안 고소득 국가에서 전 세계 백신...
2284,2021.06.14.,'多産의 추억'은 잊어야 한다 [매경데스크],"중국은 곧 인구 대국 자리를 인도에 내주고, 이번 세기말에는 나이지리아에도 밀릴 것이라는 전망이 나온다. 미국 경제를 추월하려는 중국의 발목을 잡는 것이 결국 인구 감소가 될 것이라는 분석도 있다. 부자가..."
2285,2021.06.14.,'핫남동' 된 한남동 ···'젊은 미술' 몰린다,"그 옆엔 나이지리아 꼬마 염소가 하늘을 향해 고개를 쳐들고 섰다. 관절 하나하나 살아 움직일 것만 같은 이 동물들은 놀랍게도 문이나 서랍에 달린 공업용 경첩과 볼트, 너트, 스프링을 조합해 만든 작품들이다. 차가운..."
2286,2021.06.14.,"해양플랜트 ‘부활’… 대우조선, 7년만에 兆단위 수주 성공",아울러 삼성중공업도 나이지리아 봉가 사우스 웨스트 아파로(BSWA)의 FPSO 프로젝트 수주를 노리고 있다. 하반기 발주가 예상된 이번 프로젝트는 삼성중공업의 수주 가능성이 높은 것으로 알려졌다.
2287,2021.06.16.,용서가 미래다[왕은철의 스토리와 치유],그가 나이지리아를 처음 방문했을 때다. 그는 나이지리아인들이 조종하는 비행기를 타고 이동 중이었다. 흑인이 비행기를 운항하는 것은 아파르트헤이트 정부에서는 상상할 수 없는 일이었다. 부럽기도 하고 같은...
2288,2021.06.16.,"<아동권리옹호 Child First>울기만 하던 네살 미셸, 말하는 법 배우고 친구와...",5세 예나는 우크라이나인 엄마와 나이지리아인 아빠의 영향으로 여러 가지 언어를 사용하면서도 영어를 못해 친구들과 갈등 상황을 자주 겪었다. 이제는 영어를 사용하면서 친구들과도 잘 어울린다. 재단이 제공한...
2289,2021.06.17.,이슬람사원 공사 중단 넉달째…“이렇게 반대할 줄이야”,지금은 감정이 많이 힘든 게 사실이에요.” 2019년 나이지리아에서 경북대학교 전기전자공학부 박사 과정을 공부하러 한국에 온 압둘리예켄 툰데 아데비시씨는 16일 오전 <한겨레>와 만나 이렇게 말했다. 무슬림인...
2290,2021.06.10.,"41번째 뽑힌 요키치, MVP 신기록 제조기로","미국인이 아닌 선수가 MVP를 수상한 건 하킴 올라주원(나이지리아·1994년), 팀 덩컨(버진아일랜드·2002, 2003년), 내시(캐나다), 디르크 노비츠키(독일·2007년), 아데토쿤보(그리스)에 이어 요키치가 여섯 번째다."
2291,2021.06.10.,"오클랜드, 살기좋은 도시 1위… ‘코로나 확산’ 빈은 10위권 밖","이로 인해 많은 유럽 도시의 순위가 떨어졌다”고 설명했다. 한편 꼴찌인 140위는 시리아 다마스쿠스가 차지했고 나이지리아 라고스가 139위, 방글라데시 다카가 137위, 파키스탄 카라치가 134위로 최하위권을 차지했다."
2292,2021.06.11.,열두 명의 여성이 들려주는 마침표 없는 이야기,"온 나이지리아 출신 청소부 버미, 세 남자와 세 번의 잘못된 만남으로 세 아이의 싱글맘이 된 슈퍼마켓... 미국, 나이지리아, 가나, 케냐, 에티오피아, 바베이도스, 가이아나 등 여러 대륙을 넘나든다. 각 인물의 개인사를..."
2293,2021.06.12.,美-유럽 마스크 벗고 여행… 아프리카-중남미는 ‘백신 사막지대’[글로벌 포...,아프리카에서 인구가 가장 많은 나이지리아(2억 명) 역시 전체 인구 대비 접종률이 1%에 못 미친다. 테워드로스 거브러여수스 세계보건기구(WHO) 사무총장은 7일 “백신 접종 6개월 동안 고소득 국가에서 전 세계 백신...
2294,2021.06.14.,'多産의 추억'은 잊어야 한다 [매경데스크],"중국은 곧 인구 대국 자리를 인도에 내주고, 이번 세기말에는 나이지리아에도 밀릴 것이라는 전망이 나온다. 미국 경제를 추월하려는 중국의 발목을 잡는 것이 결국 인구 감소가 될 것이라는 분석도 있다. 부자가..."
2295,2021.06.14.,'핫남동' 된 한남동 ···'젊은 미술' 몰린다,"그 옆엔 나이지리아 꼬마 염소가 하늘을 향해 고개를 쳐들고 섰다. 관절 하나하나 살아 움직일 것만 같은 이 동물들은 놀랍게도 문이나 서랍에 달린 공업용 경첩과 볼트, 너트, 스프링을 조합해 만든 작품들이다. 차가운..."
2296,2021.06.14.,"해양플랜트 ‘부활’… 대우조선, 7년만에 兆단위 수주 성공",아울러 삼성중공업도 나이지리아 봉가 사우스 웨스트 아파로(BSWA)의 FPSO 프로젝트 수주를 노리고 있다. 하반기 발주가 예상된 이번 프로젝트는 삼성중공업의 수주 가능성이 높은 것으로 알려졌다.
2297,2021.06.16.,용서가 미래다[왕은철의 스토리와 치유],그가 나이지리아를 처음 방문했을 때다. 그는 나이지리아인들이 조종하는 비행기를 타고 이동 중이었다. 흑인이 비행기를 운항하는 것은 아파르트헤이트 정부에서는 상상할 수 없는 일이었다. 부럽기도 하고 같은...
2298,2021.06.16.,"<아동권리옹호 Child First>울기만 하던 네살 미셸, 말하는 법 배우고 친구와...",5세 예나는 우크라이나인 엄마와 나이지리아인 아빠의 영향으로 여러 가지 언어를 사용하면서도 영어를 못해 친구들과 갈등 상황을 자주 겪었다. 이제는 영어를 사용하면서 친구들과도 잘 어울린다. 재단이 제공한...
2299,2021.06.17.,이슬람사원 공사 중단 넉달째…“이렇게 반대할 줄이야”,지금은 감정이 많이 힘든 게 사실이에요.” 2019년 나이지리아에서 경북대학교 전기전자공학부 박사 과정을 공부하러 한국에 온 압둘리예켄 툰데 아데비시씨는 16일 오전 <한겨레>와 만나 이렇게 말했다. 무슬림인...
